0	n	p
0.5824	3.65647826254E-05	1.10040347876E-05
0.5825	3.65931796179E-05	1.10086397838E-05
0.5826	3.66215784705E-05	1.10132429206E-05
0.5827	3.66499791687E-05	1.10178442004E-05
0.5828	3.66783816977E-05	1.10224436251E-05
0.5829	3.67067860434E-05	1.10270411970E-05
0.583	3.67351921914E-05	1.10316369180E-05
0.5831	3.67636001269E-05	1.10362307906E-05
0.5832	3.67920098360E-05	1.10408228165E-05
0.5833	3.68204213039E-05	1.10454129982E-05
0.5834	3.68488345166E-05	1.10500013375E-05
0.5835	3.68772494597E-05	1.10545878368E-05
0.5836	3.69056661186E-05	1.10591724981E-05
0.5837	3.69340844795E-05	1.10637553236E-05
0.5838	3.69625045277E-05	1.10683363154E-05
0.5839	3.69909262493E-05	1.10729154756E-05
0.584	3.70193496299E-05	1.10774928065E-05
0.5841	3.70477746554E-05	1.10820683100E-05
0.5842	3.70762013114E-05	1.10866419886E-05
0.5843	3.71046295841E-05	1.10912138441E-05
0.5844	3.71330594591E-05	1.10957838787E-05
0.5845	3.71614909226E-05	1.11003520950E-05
0.5846	3.71899239598E-05	1.11049184944E-05
0.5847	3.72183585573E-05	1.11094830796E-05
0.5848	3.72467947008E-05	1.11140458526E-05
0.5849	3.72752323764E-05	1.11186068155E-05
0.585	3.73036715701E-05	1.11231659707E-05
0.5851	3.73321122676E-05	1.11277233200E-05
0.5852	3.73605544554E-05	1.11322788659E-05
0.5853	3.73889981191E-05	1.11368326103E-05
0.5854	3.74174432451E-05	1.11413845555E-05
0.5855	3.74458898194E-05	1.11459347037E-05
0.5856	3.74743378280E-05	1.11504830570E-05
0.5857	3.75027872573E-05	1.11550296175E-05
0.5858	3.75312380931E-05	1.11595743876E-05
0.5859	3.75596903219E-05	1.11641173693E-05
0.586	3.75881439298E-05	1.11686585647E-05
0.5861	3.76165989029E-05	1.11731979761E-05
0.5862	3.76450552276E-05	1.11777356058E-05
0.5863	3.76735128902E-05	1.11822714557E-05
0.5864	3.77019718767E-05	1.11868055282E-05
0.5865	3.77304321738E-05	1.11913378254E-05
0.5866	3.77588937675E-05	1.11958683494E-05
0.5867	3.77873566444E-05	1.12003971025E-05
0.5868	3.78158207906E-05	1.12049240869E-05
0.5869	3.78442861928E-05	1.12094493046E-05
0.587	3.78727528371E-05	1.12139727581E-05
0.5871	3.79012207103E-05	1.12184944494E-05
0.5872	3.79296897985E-05	1.12230143806E-05
0.5873	3.79581600883E-05	1.12275325541E-05
0.5874	3.79866315663E-05	1.12320489719E-05
0.5875	3.80151042189E-05	1.12365636363E-05
0.5876	3.80435780327E-05	1.12410765495E-05
0.5877	3.80720529942E-05	1.12455877137E-05
0.5878	3.81005290900E-05	1.12500971310E-05
0.5879	3.81290063068E-05	1.12546048038E-05
0.588	3.81574846312E-05	1.12591107340E-05
0.5881	3.81859640496E-05	1.12636149241E-05
0.5882	3.82144445490E-05	1.12681173762E-05
0.5883	3.82429261159E-05	1.12726180923E-05
0.5884	3.82714087371E-05	1.12771170749E-05
0.5885	3.82998923992E-05	1.12816143261E-05
0.5886	3.83283770892E-05	1.12861098480E-05
0.5887	3.83568627935E-05	1.12906036430E-05
0.5888	3.83853494993E-05	1.12950957131E-05
0.5889	3.84138371931E-05	1.12995860607E-05
0.589	3.84423258619E-05	1.13040746879E-05
0.5891	3.84708154924E-05	1.13085615970E-05
0.5892	3.84993060718E-05	1.13130467899E-05
0.5893	3.85277975867E-05	1.13175302693E-05
0.5894	3.85562900240E-05	1.13220120371E-05
0.5895	3.85847833710E-05	1.13264920956E-05
0.5896	3.86132776142E-05	1.13309704469E-05
0.5897	3.86417727408E-05	1.13354470934E-05
0.5898	3.86702687380E-05	1.13399220372E-05
0.5899	3.86987655925E-05	1.13443952806E-05
0.59	3.87272632915E-05	1.13488668257E-05
0.5901	3.87557618221E-05	1.13533366749E-05
0.5902	3.87842611713E-05	1.13578048301E-05
0.5903	3.88127613262E-05	1.13622712940E-05
0.5904	3.88412622742E-05	1.13667360683E-05
0.5905	3.88697640020E-05	1.13711991556E-05
0.5906	3.88982664972E-05	1.13756605579E-05
0.5907	3.89267697467E-05	1.13801202776E-05
0.5908	3.89552737379E-05	1.13845783169E-05
0.5909	3.89837784580E-05	1.13890346778E-05
0.591	3.90122838942E-05	1.13934893628E-05
0.5911	3.90407900338E-05	1.13979423740E-05
0.5912	3.90692968642E-05	1.14023937137E-05
0.5913	3.90978043726E-05	1.14068433840E-05
0.5914	3.91263125464E-05	1.14112913871E-05
0.5915	3.91548213729E-05	1.14157377255E-05
0.5916	3.91833308397E-05	1.14201824012E-05
0.5917	3.92118409339E-05	1.14246254165E-05
0.5918	3.92403516432E-05	1.14290667737E-05
0.5919	3.92688629549E-05	1.14335064747E-05
0.592	3.92973748565E-05	1.14379445222E-05
0.5921	3.93258873355E-05	1.14423809182E-05
0.5922	3.93544003794E-05	1.14468156648E-05
0.5923	3.93829139759E-05	1.14512487645E-05
0.5924	3.94114281123E-05	1.14556802194E-05
0.5925	3.94399427763E-05	1.14601100318E-05
0.5926	3.94684579556E-05	1.14645382037E-05
0.5927	3.94969736376E-05	1.14689647377E-05
0.5928	3.95254898101E-05	1.14733896358E-05
0.5929	3.95540064607E-05	1.14778129002E-05
0.593	3.95825235772E-05	1.14822345334E-05
0.5931	3.96110411473E-05	1.14866545373E-05
0.5932	3.96395591584E-05	1.14910729143E-05
0.5933	3.96680775986E-05	1.14954896667E-05
0.5934	3.96965964556E-05	1.14999047967E-05
0.5935	3.97251157172E-05	1.15043183064E-05
0.5936	3.97536353715E-05	1.15087301983E-05
0.5937	3.97821554052E-05	1.15131404743E-05
0.5938	3.98106758074E-05	1.15175491369E-05
0.5939	3.98391965655E-05	1.15219561883E-05
0.594	3.98677176675E-05	1.15263616307E-05
0.5941	3.98962391012E-05	1.15307654664E-05
0.5942	3.99247608546E-05	1.15351676974E-05
0.5943	3.99532829156E-05	1.15395683263E-05
0.5944	3.99818052724E-05	1.15439673550E-05
0.5945	4.00103279126E-05	1.15483647861E-05
0.5946	4.00388508247E-05	1.15527606215E-05
0.5947	4.00673739963E-05	1.15571548636E-05
0.5948	4.00958974158E-05	1.15615475147E-05
0.5949	4.01244210712E-05	1.15659385769E-05
0.595	4.01529449504E-05	1.15703280526E-05
0.5951	4.01814690419E-05	1.15747159438E-05
0.5952	4.02099933334E-05	1.15791022530E-05
0.5953	4.02385178136E-05	1.15834869823E-05
0.5954	4.02670424703E-05	1.15878701340E-05
0.5955	4.02955672918E-05	1.15922517103E-05
0.5956	4.03240922664E-05	1.15966317135E-05
0.5957	4.03526173823E-05	1.16010101457E-05
0.5958	4.03811426279E-05	1.16053870094E-05
0.5959	4.04096679913E-05	1.16097623065E-05
0.596	4.04381934609E-05	1.16141360396E-05
0.5961	4.04667190251E-05	1.16185082107E-05
0.5962	4.04952446723E-05	1.16228788221E-05
0.5963	4.05237703907E-05	1.16272478761E-05
0.5964	4.05522961689E-05	1.16316153749E-05
0.5965	4.05808219951E-05	1.16359813207E-05
0.5966	4.06093478581E-05	1.16403457158E-05
0.5967	4.06378737459E-05	1.16447085624E-05
0.5968	4.06663996474E-05	1.16490698628E-05
0.5969	4.06949255510E-05	1.16534296192E-05
0.597	4.07234514450E-05	1.16577878338E-05
0.5971	4.07519773182E-05	1.16621445090E-05
0.5972	4.07805031592E-05	1.16664996469E-05
0.5973	4.08090289564E-05	1.16708532498E-05
0.5974	4.08375546985E-05	1.16752053198E-05
0.5975	4.08660803742E-05	1.16795558594E-05
0.5976	4.08946059721E-05	1.16839048706E-05
0.5977	4.09231314809E-05	1.16882523558E-05
0.5978	4.09516568891E-05	1.16925983172E-05
0.5979	4.09801821858E-05	1.16969427570E-05
0.598	4.10087073595E-05	1.17012856774E-05
0.5981	4.10372323990E-05	1.17056270808E-05
0.5982	4.10657572930E-05	1.17099669693E-05
0.5983	4.10942820305E-05	1.17143053452E-05
0.5984	4.11228066001E-05	1.17186422107E-05
0.5985	4.11513309908E-05	1.17229775681E-05
0.5986	4.11798551914E-05	1.17273114196E-05
0.5987	4.12083791909E-05	1.17316437674E-05
0.5988	4.12369029779E-05	1.17359746138E-05
0.5989	4.12654265418E-05	1.17403039611E-05
0.599	4.12939498711E-05	1.17446318113E-05
0.5991	4.13224729550E-05	1.17489581669E-05
0.5992	4.13509957825E-05	1.17532830301E-05
0.5993	4.13795183425E-05	1.17576064029E-05
0.5994	4.14080406242E-05	1.17619282878E-05
0.5995	4.14365626164E-05	1.17662486870E-05
0.5996	4.14650843084E-05	1.17705676025E-05
0.5997	4.14936056893E-05	1.17748850369E-05
0.5998	4.15221267479E-05	1.17792009922E-05
0.5999	4.15506474738E-05	1.17835154706E-05
0.6	4.15791678559E-05	1.17878284745E-05
0.6001	4.16076878832E-05	1.17921400061E-05
0.6002	4.16362075454E-05	1.17964500674E-05
0.6003	4.16647268311E-05	1.18007586610E-05
0.6004	4.16932457301E-05	1.18050657889E-05
0.6005	4.17217642314E-05	1.18093714534E-05
0.6006	4.17502823242E-05	1.18136756566E-05
0.6007	4.17787999979E-05	1.18179784010E-05
0.6008	4.18073172419E-05	1.18222796886E-05
0.6009	4.18358340455E-05	1.18265795218E-05
0.601	4.18643503980E-05	1.18308779026E-05
0.6011	4.18928662888E-05	1.18351748334E-05
0.6012	4.19213817074E-05	1.18394703165E-05
0.6013	4.19498966430E-05	1.18437643539E-05
0.6014	4.19784110853E-05	1.18480569480E-05
0.6015	4.20069250237E-05	1.18523481011E-05
0.6016	4.20354384475E-05	1.18566378151E-05
0.6017	4.20639513466E-05	1.18609260925E-05
0.6018	4.20924637101E-05	1.18652129356E-05
0.6019	4.21209755279E-05	1.18694983463E-05
0.602	4.21494867892E-05	1.18737823270E-05
0.6021	4.21779974839E-05	1.18780648801E-05
0.6022	4.22065076016E-05	1.18823460076E-05
0.6023	4.22350171317E-05	1.18866257117E-05
0.6024	4.22635260642E-05	1.18909039947E-05
0.6025	4.22920343883E-05	1.18951808589E-05
0.6026	4.23205420942E-05	1.18994563064E-05
0.6027	4.23490491716E-05	1.19037303396E-05
0.6028	4.23775556093E-05	1.19080029603E-05
0.6029	4.24060613982E-05	1.19122741711E-05
0.603	4.24345665274E-05	1.19165439742E-05
0.6031	4.24630709873E-05	1.19208123717E-05
0.6032	4.24915747671E-05	1.19250793658E-05
0.6033	4.25200778569E-05	1.19293449588E-05
0.6034	4.25485802467E-05	1.19336091529E-05
0.6035	4.25770819260E-05	1.19378719502E-05
0.6036	4.26055828851E-05	1.19421333531E-05
0.6037	4.26340831136E-05	1.19463933638E-05
0.6038	4.26625826016E-05	1.19506519842E-05
0.6039	4.26910813390E-05	1.19549092170E-05
0.604	4.27195793160E-05	1.19591650639E-05
0.6041	4.27480765221E-05	1.19634195276E-05
0.6042	4.27765729478E-05	1.19676726099E-05
0.6043	4.28050685830E-05	1.19719243133E-05
0.6044	4.28335634176E-05	1.19761746398E-05
0.6045	4.28620574419E-05	1.19804235917E-05
0.6046	4.28905506459E-05	1.19846711712E-05
0.6047	4.29190430195E-05	1.19889173806E-05
0.6048	4.29475345534E-05	1.19931622219E-05
0.6049	4.29760252371E-05	1.19974056974E-05
0.605	4.30045150613E-05	1.20016478094E-05
0.6051	4.30330040160E-05	1.20058885600E-05
0.6052	4.30614920913E-05	1.20101279513E-05
0.6053	4.30899792777E-05	1.20143659858E-05
0.6054	4.31184655651E-05	1.20186026653E-05
0.6055	4.31469509443E-05	1.20228379924E-05
0.6056	4.31754354051E-05	1.20270719690E-05
0.6057	4.32039189380E-05	1.20313045975E-05
0.6058	4.32324015334E-05	1.20355358799E-05
0.6059	4.32608831817E-05	1.20397658185E-05
0.606	4.32893638732E-05	1.20439944155E-05
0.6061	4.33178435983E-05	1.20482216731E-05
0.6062	4.33463223473E-05	1.20524475934E-05
0.6063	4.33748001109E-05	1.20566721788E-05
0.6064	4.34032768793E-05	1.20608954311E-05
0.6065	4.34317526433E-05	1.20651173530E-05
0.6066	4.34602273931E-05	1.20693379463E-05
0.6067	4.34887011192E-05	1.20735572134E-05
0.6068	4.35171738125E-05	1.20777751562E-05
0.6069	4.35456454632E-05	1.20819917773E-05
0.607	4.35741160621E-05	1.20862070784E-05
0.6071	4.36025855996E-05	1.20904210622E-05
0.6072	4.36310540665E-05	1.20946337305E-05
0.6073	4.36595214533E-05	1.20988450857E-05
0.6074	4.36879877508E-05	1.21030551297E-05
0.6075	4.37164529495E-05	1.21072638651E-05
0.6076	4.37449170404E-05	1.21114712936E-05
0.6077	4.37733800138E-05	1.21156774177E-05
0.6078	4.38018418608E-05	1.21198822396E-05
0.6079	4.38303025720E-05	1.21240857613E-05
0.608	4.38587621381E-05	1.21282879849E-05
0.6081	4.38872205501E-05	1.21324889129E-05
0.6082	4.39156777987E-05	1.21366885471E-05
0.6083	4.39441338747E-05	1.21408868900E-05
0.6084	4.39725887690E-05	1.21450839436E-05
0.6085	4.40010424725E-05	1.21492797100E-05
0.6086	4.40294949761E-05	1.21534741914E-05
0.6087	4.40579462707E-05	1.21576673902E-05
0.6088	4.40863963471E-05	1.21618593081E-05
0.6089	4.41148451965E-05	1.21660499478E-05
0.609	4.41432928096E-05	1.21702393111E-05
0.6091	4.41717391778E-05	1.21744274003E-05
0.6092	4.42001842916E-05	1.21786142174E-05
0.6093	4.42286281424E-05	1.21827997647E-05
0.6094	4.42570707211E-05	1.21869840445E-05
0.6095	4.42855120189E-05	1.21911670585E-05
0.6096	4.43139520267E-05	1.21953488094E-05
0.6097	4.43423907356E-05	1.21995292989E-05
0.6098	4.43708281371E-05	1.22037085295E-05
0.6099	4.43992642219E-05	1.22078865031E-05
0.61	4.44276989814E-05	1.22120632220E-05
0.6101	4.44561324066E-05	1.22162386882E-05
0.6102	4.44845644891E-05	1.22204129040E-05
0.6103	4.45129952198E-05	1.22245858715E-05
0.6104	4.45414245899E-05	1.22287575928E-05
0.6105	4.45698525907E-05	1.22329280701E-05
0.6106	4.45982792138E-05	1.22370973054E-05
0.6107	4.46267044502E-05	1.22412653011E-05
0.6108	4.46551282912E-05	1.22454320590E-05
0.6109	4.46835507282E-05	1.22495975816E-05
0.611	4.47119717527E-05	1.22537618708E-05
0.6111	4.47403913559E-05	1.22579249289E-05
0.6112	4.47688095292E-05	1.22620867577E-05
0.6113	4.47972262642E-05	1.22662473598E-05
0.6114	4.48256415521E-05	1.22704067369E-05
0.6115	4.48540553846E-05	1.22745648914E-05
0.6116	4.48824677530E-05	1.22787218254E-05
0.6117	4.49108786487E-05	1.22828775410E-05
0.6118	4.49392880639E-05	1.22870320403E-05
0.6119	4.49676959887E-05	1.22911853253E-05
0.612	4.49961024161E-05	1.22953373983E-05
0.6121	4.50245073368E-05	1.22994882614E-05
0.6122	4.50529107429E-05	1.23036379168E-05
0.6123	4.50813126258E-05	1.23077863663E-05
0.6124	4.51097129771E-05	1.23119336124E-05
0.6125	4.51381117884E-05	1.23160796569E-05
0.6126	4.51665090514E-05	1.23202245022E-05
0.6127	4.51949047580E-05	1.23243681502E-05
0.6128	4.52232988995E-05	1.23285106031E-05
0.6129	4.52516914680E-05	1.23326518630E-05
0.613	4.52800824550E-05	1.23367919320E-05
0.6131	4.53084718523E-05	1.23409308123E-05
0.6132	4.53368596517E-05	1.23450685057E-05
0.6133	4.53652458451E-05	1.23492050147E-05
0.6134	4.53936304242E-05	1.23533403412E-05
0.6135	4.54220133808E-05	1.23574744872E-05
0.6136	4.54503947068E-05	1.23616074551E-05
0.6137	4.54787743941E-05	1.23657392467E-05
0.6138	4.55071524345E-05	1.23698698644E-05
0.6139	4.55355288200E-05	1.23739993099E-05
0.614	4.55639035426E-05	1.23781275856E-05
0.6141	4.55922765939E-05	1.23822546935E-05
0.6142	4.56206479663E-05	1.23863806357E-05
0.6143	4.56490176516E-05	1.23905054143E-05
0.6144	4.56773856416E-05	1.23946290314E-05
0.6145	4.57057519287E-05	1.23987514890E-05
0.6146	4.57341165045E-05	1.24028727892E-05
0.6147	4.57624793615E-05	1.24069929343E-05
0.6148	4.57908404914E-05	1.24111119261E-05
0.6149	4.58191998867E-05	1.24152297667E-05
0.615	4.58475575390E-05	1.24193464585E-05
0.6151	4.58759134408E-05	1.24234620032E-05
0.6152	4.59042675842E-05	1.24275764030E-05
0.6153	4.59326199612E-05	1.24316896601E-05
0.6154	4.59609705642E-05	1.24358017764E-05
0.6155	4.59893193852E-05	1.24399127541E-05
0.6156	4.60176664166E-05	1.24440225952E-05
0.6157	4.60460116505E-05	1.24481313017E-05
0.6158	4.60743550792E-05	1.24522388758E-05
0.6159	4.61026966950E-05	1.24563453196E-05
0.616	4.61310364902E-05	1.24604506350E-05
0.6161	4.61593744571E-05	1.24645548241E-05
0.6162	4.61877105879E-05	1.24686578891E-05
0.6163	4.62160448752E-05	1.24727598318E-05
0.6164	4.62443773113E-05	1.24768606546E-05
0.6165	4.62727078882E-05	1.24809603592E-05
0.6166	4.63010365990E-05	1.24850589480E-05
0.6167	4.63293634354E-05	1.24891564228E-05
0.6168	4.63576883905E-05	1.24932527856E-05
0.6169	4.63860114562E-05	1.24973480388E-05
0.617	4.64143326252E-05	1.25014421841E-05
0.6171	4.64426518901E-05	1.25055352236E-05
0.6172	4.64709692433E-05	1.25096271596E-05
0.6173	4.64992846773E-05	1.25137179938E-05
0.6174	4.65275981847E-05	1.25178077284E-05
0.6175	4.65559097580E-05	1.25218963656E-05
0.6176	4.65842193898E-05	1.25259839071E-05
0.6177	4.66125270729E-05	1.25300703551E-05
0.6178	4.66408327995E-05	1.25341557118E-05
0.6179	4.66691365627E-05	1.25382399789E-05
0.618	4.66974383547E-05	1.25423231587E-05
0.6181	4.67257381686E-05	1.25464052531E-05
0.6182	4.67540359967E-05	1.25504862642E-05
0.6183	4.67823318321E-05	1.25545661940E-05
0.6184	4.68106256672E-05	1.25586450445E-05
0.6185	4.68389174947E-05	1.25627228176E-05
0.6186	4.68672073078E-05	1.25667995156E-05
0.6187	4.68954950988E-05	1.25708751404E-05
0.6188	4.69237808608E-05	1.25749496939E-05
0.6189	4.69520645864E-05	1.25790231782E-05
0.619	4.69803462685E-05	1.25830955954E-05
0.6191	4.70086259001E-05	1.25871669473E-05
0.6192	4.70369034738E-05	1.25912372362E-05
0.6193	4.70651789827E-05	1.25953064638E-05
0.6194	4.70934524195E-05	1.25993746324E-05
0.6195	4.71217237774E-05	1.26034417437E-05
0.6196	4.71499930490E-05	1.26075078000E-05
0.6197	4.71782602276E-05	1.26115728031E-05
0.6198	4.72065253057E-05	1.26156367551E-05
0.6199	4.72347882768E-05	1.26196996579E-05
0.62	4.72630491336E-05	1.26237615136E-05
0.6201	4.72913078692E-05	1.26278223242E-05
0.6202	4.73195644766E-05	1.26318820916E-05
0.6203	4.73478189490E-05	1.26359408178E-05
0.6204	4.73760712792E-05	1.26399985048E-05
0.6205	4.74043214604E-05	1.26440551548E-05
0.6206	4.74325694859E-05	1.26481107694E-05
0.6207	4.74608153486E-05	1.26521653508E-05
0.6208	4.74890590423E-05	1.26562189012E-05
0.6209	4.75173005585E-05	1.26602714220E-05
0.621	4.75455398919E-05	1.26643229157E-05
0.6211	4.75737770353E-05	1.26683733841E-05
0.6212	4.76020119819E-05	1.26724228291E-05
0.6213	4.76302447248E-05	1.26764712528E-05
0.6214	4.76584752573E-05	1.26805186572E-05
0.6215	4.76867035728E-05	1.26845650440E-05
0.6216	4.77149296642E-05	1.26886104155E-05
0.6217	4.77431535254E-05	1.26926547735E-05
0.6218	4.77713751491E-05	1.26966981199E-05
0.6219	4.77995945290E-05	1.27007404568E-05
0.622	4.78278116583E-05	1.27047817861E-05
0.6221	4.78560265303E-05	1.27088221098E-05
0.6222	4.78842391387E-05	1.27128614297E-05
0.6223	4.79124494765E-05	1.27168997481E-05
0.6224	4.79406575373E-05	1.27209370664E-05
0.6225	4.79688633145E-05	1.27249733872E-05
0.6226	4.79970668016E-05	1.27290087119E-05
0.6227	4.80252679921E-05	1.27330430428E-05
0.6228	4.80534668792E-05	1.27370763817E-05
0.6229	4.80816634566E-05	1.27411087305E-05
0.623	4.81098577180E-05	1.27451400912E-05
0.6231	4.81380496566E-05	1.27491704658E-05
0.6232	4.81662392662E-05	1.27531998561E-05
0.6233	4.81944265401E-05	1.27572282643E-05
0.6234	4.82226114720E-05	1.27612556919E-05
0.6235	4.82507940557E-05	1.27652821413E-05
0.6236	4.82789742844E-05	1.27693076140E-05
0.6237	4.83071521522E-05	1.27733321123E-05
0.6238	4.83353276523E-05	1.27773556379E-05
0.6239	4.83635007785E-05	1.27813781929E-05
0.624	4.83916715247E-05	1.27853997789E-05
0.6241	4.84198398845E-05	1.27894203982E-05
0.6242	4.84480058514E-05	1.27934400525E-05
0.6243	4.84761694194E-05	1.27974587437E-05
0.6244	4.85043305819E-05	1.28014764739E-05
0.6245	4.85324893331E-05	1.28054932449E-05
0.6246	4.85606456664E-05	1.28095090585E-05
0.6247	4.85887995757E-05	1.28135239168E-05
0.6248	4.86169510551E-05	1.28175378216E-05
0.6249	4.86451000979E-05	1.28215507747E-05
0.625	4.86732466983E-05	1.28255627784E-05
0.6251	4.87013908502E-05	1.28295738341E-05
0.6252	4.87295325471E-05	1.28335839441E-05
0.6253	4.87576717833E-05	1.28375931100E-05
0.6254	4.87858085525E-05	1.28416013338E-05
0.6255	4.88139428487E-05	1.28456086176E-05
0.6256	4.88420746657E-05	1.28496149630E-05
0.6257	4.88702039976E-05	1.28536203719E-05
0.6258	4.88983308383E-05	1.28576248464E-05
0.6259	4.89264551818E-05	1.28616283884E-05
0.626	4.89545770221E-05	1.28656309994E-05
0.6261	4.89826963533E-05	1.28696326817E-05
0.6262	4.90108131694E-05	1.28736334369E-05
0.6263	4.90389274642E-05	1.28776332671E-05
0.6264	4.90670392320E-05	1.28816321741E-05
0.6265	4.90951484670E-05	1.28856301597E-05
0.6266	4.91232551631E-05	1.28896272258E-05
0.6267	4.91513593144E-05	1.28936233742E-05
0.6268	4.91794609150E-05	1.28976186070E-05
0.6269	4.92075599593E-05	1.29016129259E-05
0.627	4.92356564412E-05	1.29056063328E-05
0.6271	4.92637503551E-05	1.29095988294E-05
0.6272	4.92918416948E-05	1.29135904179E-05
0.6273	4.93199304550E-05	1.29175810999E-05
0.6274	4.93480166295E-05	1.29215708772E-05
0.6275	4.93761002129E-05	1.29255597519E-05
0.6276	4.94041811991E-05	1.29295477258E-05
0.6277	4.94322595826E-05	1.29335348005E-05
0.6278	4.94603353578E-05	1.29375209781E-05
0.6279	4.94884085186E-05	1.29415062604E-05
0.628	4.95164790595E-05	1.29454906493E-05
0.6281	4.95445469751E-05	1.29494741463E-05
0.6282	4.95726122594E-05	1.29534567538E-05
0.6283	4.96006749070E-05	1.29574384731E-05
0.6284	4.96287349120E-05	1.29614193063E-05
0.6285	4.96567922690E-05	1.29653992554E-05
0.6286	4.96848469725E-05	1.29693783218E-05
0.6287	4.97128990165E-05	1.29733565077E-05
0.6288	4.97409483960E-05	1.29773338148E-05
0.6289	4.97689951050E-05	1.29813102449E-05
0.629	4.97970391382E-05	1.29852857998E-05
0.6291	4.98250804900E-05	1.29892604814E-05
0.6292	4.98531191550E-05	1.29932342915E-05
0.6293	4.98811551277E-05	1.29972072318E-05
0.6294	4.99091884024E-05	1.30011793044E-05
0.6295	4.99372189739E-05	1.30051505108E-05
0.6296	4.99652468367E-05	1.30091208530E-05
0.6297	4.99932719853E-05	1.30130903327E-05
0.6298	5.00212944145E-05	1.30170589519E-05
0.6299	5.00493141190E-05	1.30210267122E-05
0.63	5.00773310924E-05	1.30249936153E-05
0.6301	5.01053453304E-05	1.30289596633E-05
0.6302	5.01333568276E-05	1.30329248579E-05
0.6303	5.01613655782E-05	1.30368892009E-05
0.6304	5.01893715772E-05	1.30408526940E-05
0.6305	5.02173748192E-05	1.30448153390E-05
0.6306	5.02453752989E-05	1.30487771378E-05
0.6307	5.02733730110E-05	1.30527380922E-05
0.6308	5.03013679503E-05	1.30566982039E-05
0.6309	5.03293601115E-05	1.30606574746E-05
0.631	5.03573494894E-05	1.30646159063E-05
0.6311	5.03853360789E-05	1.30685735006E-05
0.6312	5.04133198745E-05	1.30725302594E-05
0.6313	5.04413008713E-05	1.30764861844E-05
0.6314	5.04692790640E-05	1.30804412775E-05
0.6315	5.04972544475E-05	1.30843955402E-05
0.6316	5.05252270164E-05	1.30883489745E-05
0.6317	5.05531967661E-05	1.30923015822E-05
0.6318	5.05811636911E-05	1.30962533649E-05
0.6319	5.06091277862E-05	1.31002043244E-05
0.632	5.06370890466E-05	1.31041544626E-05
0.6321	5.06650474671E-05	1.31081037811E-05
0.6322	5.06930030429E-05	1.31120522818E-05
0.6323	5.07209557684E-05	1.31159999662E-05
0.6324	5.07489056391E-05	1.31199468365E-05
0.6325	5.07768526498E-05	1.31238928939E-05
0.6326	5.08047967954E-05	1.31278381406E-05
0.6327	5.08327380710E-05	1.31317825782E-05
0.6328	5.08606764718E-05	1.31357262083E-05
0.6329	5.08886119924E-05	1.31396690328E-05
0.633	5.09165446284E-05	1.31436110535E-05
0.6331	5.09444743745E-05	1.31475522719E-05
0.6332	5.09724012261E-05	1.31514926900E-05
0.6333	5.10003251780E-05	1.31554323094E-05
0.6334	5.10282462253E-05	1.31593711318E-05
0.6335	5.10561643634E-05	1.31633091590E-05
0.6336	5.10840795873E-05	1.31672463928E-05
0.6337	5.11119918921E-05	1.31711828347E-05
0.6338	5.11399012730E-05	1.31751184866E-05
0.6339	5.11678077255E-05	1.31790533503E-05
0.634	5.11957112442E-05	1.31829874272E-05
0.6341	5.12236118248E-05	1.31869207193E-05
0.6342	5.12515094624E-05	1.31908532283E-05
0.6343	5.12794041522E-05	1.31947849558E-05
0.6344	5.13072958895E-05	1.31987159036E-05
0.6345	5.13351846694E-05	1.32026460733E-05
0.6346	5.13630704875E-05	1.32065754667E-05
0.6347	5.13909533389E-05	1.32105040855E-05
0.6348	5.14188332188E-05	1.32144319314E-05
0.6349	5.14467101228E-05	1.32183590060E-05
0.635	5.14745840463E-05	1.32222853113E-05
0.6351	5.15024549841E-05	1.32262108485E-05
0.6352	5.15303229322E-05	1.32301356197E-05
0.6353	5.15581878855E-05	1.32340596265E-05
0.6354	5.15860498399E-05	1.32379828706E-05
0.6355	5.16139087903E-05	1.32419053535E-05
0.6356	5.16417647325E-05	1.32458270772E-05
0.6357	5.16696176617E-05	1.32497480430E-05
0.6358	5.16974675734E-05	1.32536682530E-05
0.6359	5.17253144632E-05	1.32575877087E-05
0.636	5.17531583263E-05	1.32615064115E-05
0.6361	5.17809991587E-05	1.32654243636E-05
0.6362	5.18088369553E-05	1.32693415663E-05
0.6363	5.18366717121E-05	1.32732580213E-05
0.6364	5.18645034242E-05	1.32771737305E-05
0.6365	5.18923320875E-05	1.32810886953E-05
0.6366	5.19201576975E-05	1.32850029175E-05
0.6367	5.19479802496E-05	1.32889163988E-05
0.6368	5.19757997396E-05	1.32928291407E-05
0.6369	5.20036161628E-05	1.32967411450E-05
0.637	5.20314295150E-05	1.33006524133E-05
0.6371	5.20592397921E-05	1.33045629473E-05
0.6372	5.20870469894E-05	1.33084727486E-05
0.6373	5.21148511025E-05	1.33123818188E-05
0.6374	5.21426521272E-05	1.33162901598E-05
0.6375	5.21704500592E-05	1.33201977729E-05
0.6376	5.21982448941E-05	1.33241046600E-05
0.6377	5.22260366278E-05	1.33280108225E-05
0.6378	5.22538252558E-05	1.33319162624E-05
0.6379	5.22816107740E-05	1.33358209809E-05
0.638	5.23093931778E-05	1.33397249801E-05
0.6381	5.23371724635E-05	1.33436282611E-05
0.6382	5.23649486265E-05	1.33475308261E-05
0.6383	5.23927216627E-05	1.33514326763E-05
0.6384	5.24204915678E-05	1.33553338134E-05
0.6385	5.24482583377E-05	1.33592342393E-05
